,Item Number,Weight,Season,Sourced From,Made In,Lifestage,Breed Size,Food Form,Special Diet,name,Ingredients,Reccomendation Rate,Rating,Review Count,Shop Conscious,Packaging Type,Food Texture,Dimensions,Test Type,Administration Form,Product Form,Drug Type,Dog Breed,Grooming Feature,Health Condition,NASC Certified,Age Requirement,Restricted Availability,Toy Feature,Toy Flavor,Material,Farm Animal Type
154548,154548,14 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Grain-Free, Chicken-Free",Taste of the Wild Pacific Stream Smoke-Flavored Salmon Grain-Free Dry Dog Food,"Salmon, Ocean Fish Meal, Sweet Potatoes, Peas, Pea Flour, Lentils, Canola Oil (Preserved With Mixed Tocopherols), Salmon Meal, Smoke-Flavored Salmon, Natural Flavor, Tomato Pomace, Salt, Dl-Methionine, Choline Chloride, Taurine, Dried Chicory Root, Tomatoes, Blueberries, Raspberries, Yucca Schidigera Extract, Dried Lactobacillus Plantarum Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Vitamin E Supplement, Iron Proteinate, Zinc Proteinate, Copper Proteinate, Ferrous Sulfate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Thiamine Mononitrate, Manganese Proteinate, Ascorbic Acid, Vitamin A Supplement, Biotin, Niacin, Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Riboflavin, Vitamin D3 Supplement, Folic Acid.",92.0,4.6,3127.0,,,,,,,,,,,,,,,,,,
48878,48878,5 pounds,N/A,N/A,N/A,Adult,"Extra Small Breeds, Small Breeds",Dry Food,"Natural, With Grain",Hill's Science Diet Adult Small Bites Chicken & Barley Recipe Dry Dog Food,"Chicken, Cracked Pearled Barley, Whole Grain Wheat, Whole Grain Corn, Whole Grain Sorghum, Corn Gluten Meal, Soybean Meal, Chicken Fat, Chicken Liver Flavor, Brewers Rice, Chicken Meal, Dried Beet Pulp, Soybean Oil, Pork Flavor, Lactic Acid, Calcium Carbonate, Flaxseed, Potassium Chloride, Choline Chloride, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Taurine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Oat Fiber, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene, Apples, Broccoli, Carrots, Cranberries, Green Peas.",94.0,4.6,707.0,Natural,,,,,,,,,,,,,,,,,
144913,144913,34 pounds,N/A,Various,United States,Adult,"Small Breeds, Extra Small Breeds",Dry Food,"High-Protein, With Grain",Purina Pro Plan Shredded Blend Adult Small Breed Chicken & Rice Formula Dry Dog Food,"Chicken, Rice, Poultry By-product Meal (Source Of Glucosamine), Beef Fat Preserved With Mixed-tocopherols, Corn Gluten Meal, Soybean Meal, Whole Grain Corn, Whole Grain Wheat, Corn Germ Meal, Dried Egg Product, Natural Flavor, Dried Yeast, Glycerin, Calcium Carbonate, Wheat Bran, Fish Meal (Source Of Glucosamine), Salt, Mono And Dicalcium Phosphate, Potassium Chloride, Minerals [Zinc Proteinate, Manganese Proteinate, Ferrous Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Biotin (Vitamin B-7)], Choline Chloride, L-lysine Monohydrochloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. D449319.",92.0,4.5,819.0,,,,,,,,,,,,,,,,,,
368362,368362,14 pounds,N/A,Various,United States,Adult,Small Breeds,Dry Food,With Grain,Pedigree Small Dog Complete Nutrition Grilled Steak & Vegetable Flavor Dog Kibble Small Breed Adult Dry Dog Food,"Ground Whole Grain Corn, Chicken By-Product Meal (Source Of Glucosamine & Chondroitin Sulfate), Corn Gluten Meal, Animal Fat (Source Of Omega 6 Fatty Acids [Preserved With Bha/Citric Acid]), Meat And Bone Meal, Soybean Meal, Ground Whole Grain Wheat, Natural Flavor, Brewers Rice, Salt, Calcium Carbonate, Monocalcium Phosphate, Potassium Chloride, Choline Chloride, Dried Peas, Dl-Methionine, Vitamine E Supplement, Zinc Sulfate, L-Tryptophan, Yellow 5, Yellow 6, Dried Carrots, Blue 2, Niacin [Vitamin B3], Red 40, Calcium Pantothenate [Source Of Vitamin B5], Copper Sulfate, Sodium Selenite, Potassium Iodide, Vitamin A Supplement, Riboflavin Supplement [Vitamin B2], Vitamin B12 Supplement, Thiamine Mononitrate [Vitamin B1], Vitamin D3 Supplement, Pyridoxine Hydrochloride [Vitamin B6], Folic Acid.",95.0,4.6,282.0,,,,,,,,,,,,,,,,,,
100486,100486,40 pounds,N/A,Various,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,With Grain,Rachael Ray Nutrish Real Chicken & Veggies Recipe Dry Dog Food,"Chicken, Chicken Meal, Soybean Meal, Grain Sorghum, Dried Peas, Whole Corn, Chicken Fat (preserved With Mixed Tocopherols), Barley, Brown Rice, Corn Protein Concentrate, Dried Plain Beet Pulp, Carrots, Natural Flavor, Salt, Dicalcium Phosphate, Calcium Carbonate, Malted Barley Flour, Taurine, Choline Chloride, Zinc Sulfate, Vitamin E Supplement, Ascorbic Acid (source Of Vitamin C), Ferrous Sulfate, Niacin, Copper Sulfate, Vitamin A Supplement, Citric Acid (preservative), Sodium Selenite, Annatto Extract (color), Thiamine Mononitrate, D-calcium Pantothenate, Manganese Sulfate, Riboflavin Supplement, Pyridoxine Hydrochloride, Rosemary Extract, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Biotin, Vitamin D3 Supplement",88.0,4.4,1747.0,,,,,,,,,,,,,,,,,,
49749,49749,40 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"No Corn No Wheat No Soy, With Grain",Diamond Naturals Beef Meal & Rice Formula Adult Dry Dog Food,"Beef Meal, Grain Sorghum, Ground White Rice, Dried Yeast, Egg Product, Rice Bran, Cracked Pearled Barley, Chicken Fat (Preserved With Mixed Tocopherols), Dried Beet Pulp, Natural Flavor, Flaxseed, Potassium Chloride, Salt, Dl-Methionine, Choline Chloride, Taurine, Dried Chicory Root, Glucosamine Hydrochloride, Kale, Chia Seed, Pumpkin, Blueberries, Oranges, Quinoa, Dried Kelp, Coconut, Spinach, Carrots, Papaya, Yucca Schidigera Extract, Dried Lactobacillus Plantarum Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Vitamin E Supplement, Beta Carotene, Chondroitin Sulfate, Iron Proteinate, Zinc Proteinate, Copper Proteinate, Ferrous Sulfate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Thiamine Mononitrate, Manganese Proteinate, Ascorbic Acid, Vitamin A Supplement, Biotin, Niacin, Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Riboflavin, Vitamin D3 Supplement, Folic Acid.",86.0,4.2,1006.0,,,,,,,,,,,,,,,,,,
100084,100084,3.5 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Weight Control, With Grain",Purina Beneful Healthy Weight Dry Dog Food with Farm-Raised Chicken,"Chicken, Whole Grain Corn, Chicken By-Product Meal , Barley, Whole Grain Wheat, Soybean Meal, Soybean Hulls, Rice, Corn Gluten Meal, Egg And Chicken Flavor, Oat Meal, Beef Fat Preserved With Mixed-Tocopherols, Calcium Carbonate, Natural Flavor, Salt, Mono And Dicalcium Phosphate, Dried Apples, Dried Carrots, Dried Green Beans, Choline Chloride, Potassium Chloride, Iron Oxide (Color), VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Pyridoxine Hydrochloride (Vitamin B-6), Vitamin B-12 Supplement, Thiamine Mononitrate (Vitamin B-1), Vitamin D-3 Supplement, Riboflavin Supplement (Vitamin B-2), Menadione Sodium Bisulfite Complex (Vitamin K), Folic Acid (Vitamin B-9), Biotin (Vitamin B-7)], MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], L-Lysine Monohydrochloride. M409120",92.0,4.5,778.0,,,,,,,,,,,,,,,,,,
91980,91980,16.5 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"High-Protein, Weight Control, Natural, With Grain",Purina ONE +Plus Adult High-Protein Healthy Weight Formula Dry Dog Food,"Turkey, Rice Flour, Soybean Meal, Corn Gluten Meal, Chicken By-Product Meal, Oat Meal, Whole Grain Wheat, Corn Germ Meal, Whole Grain Corn, Soybean Germ Meal, Beef Fat Preserved With Mixed-Tocopherols, Natural Flavor, Glycerin, Calcium Carbonate, Salt, Caramel Color, Mono And Dicalcium Phosphate, Dried Carrots, Dried Peas, Potassium Chloride, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Biotin (Vitamin B-7)], MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Choline Chloride, L-Lysine Monohydrochloride. F417519.",92.0,4.5,754.0,Natural,,,,,,,,,,,,,,,,,
355834,355834,,N/A,Various,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Grain-Free, No Corn No Wheat No Soy","Nature's Recipe Grain-Free Salmon, Sweet Potato & Pumpkin Recipe Dry Dog Food","Salmon, Chicken Meal, Sweet Potatoes, Tapioca Starch, Canola Meal, Garbanzo Beans, Peas, Chicken Fat (preserved With Mixed Tocopherols), Pumpkin, Natural Flavor, Dicalcium Phosphate, Salt, Potassium Chloride, Taurine, Dl-methionine, Minerals (ferrous Sulfate, Zinc Sulfate, Copper Sulfate, Sodium Selenite, Manganese Sulfate, Calcium Iodate), Calcium Carbonate, Vitamins (vitamin E Supplement, Ascorbic Acid (source Of Vitamin C), Niacin, Vitamin A Supplement, Menadione Sodium Bisulfate Complex, Thiamine Mononitrate, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Biotin), Choline Chloride, L-threonine, Lactic Acid, Citric Acid (used As A Preservative), Rosemary Extract.",93.0,4.5,1168.0,,,,,,,,,,,,,,,,,,
355836,355836,,N/A,Various,N/A,Adult,"Large Breeds, Giant Breeds",Dry Food,With Grain,Iams Adult Large Breed Real Chicken High Protein Dry Dog Food,"Chicken, Ground Barley, Ground Whole Grain Corn, Ground Whole Grain Sorghum, Chicken By-Product Meal (source of Glucosamine and Chondroitin Sulfate), Dried Plain Beet Pulp, Natural Flavor, Chicken Fat (preserved with Mixed Tocopherols), Brewers Yeast, Dried Egg Product, Flaxseed, Caramel Color, Calcium Carbonate, Potassium Chloride, Carrots, Fructooligosaccharides, Choline Chloride, Dicalcium Phosphate, Vitamins (Vitamin E Supplement, Ascorbic Acid, D-Calcium Pantothenate, Biotin, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Vitamin A Supplement, Niacin, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Oxide, Sodium Selenite, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Manganous Oxide), Mixed Tocopherols (preservative), Citric Acid (preservative), Rosemary Extract",91.0,4.5,733.0,,,,,,,,,,,,,,,,,,
355828,355828,,N/A,Various,"N/A, United States",Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Weight Control, No Corn No Wheat No Soy, With Grain, Natural",Blue Buffalo Life Protection Formula Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food,"Deboned Chicken, Chicken Meal, Brown Rice, Barley, Pea Fiber, Oatmeal, Pea Starch, Peas, Potato Starch, Natural Flavor, Flaxseed (source of Omega 3 & 6 Fatty Acids), Powdered Cellulose, Chicken Fat (preserved with Mixed Tocopherols), Pea Protein, Direct Dehydrated Alfalfa Pellets, Dicalcium Phosphate, Potassium Chloride, Calcium Carbonate, Dried Chicory Root, Potatoes, Choline Chloride, Alfalfa Nutrient Concentrate, Salt, DL-Methionine, Taurine, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Garlic, L-Carnitine, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice for color, Ferrous Sulfate, Vitamin E Supplement, Iron Amino Acid Chelate, Glucosamine Hydrochloride, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Copper Sulfate, Biotin (Vitamin B7), Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Chondroitin Sulfate, Manganese Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Folic Acid (Vitamin B9), Sodium Selenite, Oil of Rosemary.",91.0,4.5,1437.0,,,,,,,,,,,,,,,,,,
69763,69763,17.6 pounds,,,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds, Extra Small Breeds, Giant Breeds",Dry Food,"Veterinary Diet, Sensitive Digestion, With Grain",Hill's Prescription Diet i/d Digestive Care Chicken Flavor Dry Dog Food,"New: Brewers Rice, Whole Grain Corn, Chicken Meal, Pea Protein, Egg Product, Corn Gluten Meal, Chicken Fat, Chicken Liver Flavor, Pork Liver Flavor, Ground Pecan Shells, Lactic Acid, Potassium Chloride, Flaxseed, Dried Beet Pulp, Dried Citrus Pulp, Iodized Salt, Soybean Oil, Dicalcium Phosphate, Pressed Cranberries, Calcium Carbonate, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Choline Chloride, L-Tryptophan, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.",94.0,4.7,909.0,,,,,,,,,,,,,,,,,,
74234,74234,4 pounds,N/A,N/A,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Weight Control, With Grain",Hill's Science Diet Adult Perfect Weight Chicken Recipe Dry Dog Food,"Chicken, Cracked Pearled Barley, Brown Rice, Pea Fiber, Corn Gluten Meal, Chicken Meal, Dried Tomato Pomace, Oat Fiber, Chicken Liver Flavor, Flaxseed, Dried Beet Pulp, Coconut Oil, Pork Flavor, Lactic Acid, Potassium Chloride, L-Lysine, DL-Methionine, Carrots, Iodized Salt, Lipoic Acid, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Choline Chloride, minerals (Manganese Sulfate, Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Taurine, Mixed Tocopherols for freshness, Natural Flavors, L-Carnitine, Beta-Carotene, Apples, Broccoli, Cranberries, Green Peas.",89.0,4.4,958.0,,,,,,,,,,,,,,,,,,
86250,86250,17 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"High-Protein, High Fiber, With Grain",Purina Pro Plan Adult Shredded Blend Salmon & Rice Formula Dry Dog Food,"Salmon, Rice, Whole Grain Wheat, Poultry By-product Meal (Source Of Glucosamine), Soybean Meal, Beef Fat Preserved With Mixed-tocopherols, Corn Gluten Meal, Barley, Oat Meal, Dried Egg Product, Fish Meal (Source Of Glucosamine), Dried Beet Pulp, Natural Flavor, Glycerin, Wheat Bran, Calcium Carbonate, Soybean Oil, Salt, Mono And Dicalcium Phosphate, Potassium Chloride, Minerals [Zinc Proteinate, Manganese Proteinate, Ferrous Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, L-lysine Monohydrochloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. D449219.",89.0,4.4,650.0,,,,,,,,,,,,,,,,,,
362462,362462,18 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"High-Protein, With Grain",Pedigree High Protein Beef & Lamb Flavor Dog Kibble Adult Dry Dog Food,"Ground Whole Grain Corn, Meat and Bone Meal (source of Calcium), Chicken by-Product Meal (source of Glucosamine and Chondroitin Sulfate), Corn Gluten Meal, Animal Fat (source of Omega 6 Fatty Acids [preserved with BHA and Citric Acid]), Soybean Meal, Ground Whole Grain Wheat, Beef, Natural Flavor, Dried Plain Beet Pulp, Salt, Brewers Rice, Potassium Chloride, Lamb Meal, Calcium Carbonate, Choline Chloride, Dried Peas, DL-Methionine, Vitamin E Supplement, Monocalcium Phosphate, Zinc Sulfate, Yellow 6, Dried Carrots, L-Tryptophan, Red 40, Yellow 5, Niacin [Vitamin B3], Blue 2, D-Calcium Pantothenate [source of Vitamin B5],  Copper Sulfate, Vitamin A Supplement, Sodium Selenite, Potassium Iodide, Riboflavin Supplement [Vitamin B2], Vitamin B12 Supplement, Thiamine Mononitrate [Vitamin B1], Vitamin D3 Supplement, Pyridoxine Hydrochloride [Vitamin B6], Folic Acid.",87.0,4.2,328.0,,,,,,,,,,,,,,,,,,
101294,101294,4.5 pounds,,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Grain-Free, High-Protein, Gluten Free, Natural, Raw, No Corn No Wheat No Soy, Premium",ORIJEN Original Grain-Free Dry Dog Food,"Chicken, Turkey, Salmon, Whole Herring, Chicken Liver, Dehydrated Chicken, Dehydrated Turkey, Dehydrated Chicken Liver, Dehydrated Egg, Dehydrated Sardine, Chicken Fat, Whole Red Lentils, Whole Pinto Beans, Whole Navy Beans, Whole Green Lentils, Whole Chickpeas, Whole Peas, Turkey Giblets (Liver, Heart, Gizzard), Eggs, Natural Chicken Flavor, Dried Apple Pomace, Pollock Oil, Chicken Heart, Vitamin E Supplement, Whole Pumpkin, Whole Butternut Squash, Collard Greens, Whole Apples, Whole Pears, Whole Cranberries, Dried Kelp, Salt, Zinc Proteinate, Mixed Tocopherols (Preservative), Niacin, Thiamine Mononitrate, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Vitamin B12 Supplement, Copper Proteinate, Dried Bacillus Coagulans Fermentation Product, Dried Chicory Root, Turmeric, Sarsaparilla Root, Althea Root, Rosehips, Juniper Berries, Citric Acid (Preservative), Rosemary Extract.",88.0,4.5,1676.0,Natural,,,,,,,,,,,,,,,,,
154552,154552,14 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Grain-Free, Chicken-Free",Taste of the Wild Sierra Mountain Grain-Free Dry Dog Food,"Lamb, Lamb Meal, Sweet Potatoes, Egg Product, Lentils, Garbanzo Beans, Peas, Pea Flour, Canola Oil (Preserved With Mixed Tocopherols), Dried Yeast, Roasted Lamb, Tomato Pomace, Natural Flavor, Salmon Oil (A Source Of Dha), Dl-Methionine, Salt, Potassium Chloride, Choline Chloride, Taurine, Dried Chicory Root, Tomatoes, Blueberries, Raspberries, Yucca Schidigera Extract, Dried Lactobacillus Plantarum Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Vitamin E Supplement, Iron Proteinate, Zinc Proteinate, Copper Proteinate, Ferrous Sulfate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Thiamine Mononitrate, Manganese Proteinate, Ascorbic Acid, Vitamin A Supplement, Biotin, Niacin, Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Riboflavin, Vitamin D3 Supplement, Folic Acid.",94.0,4.7,1463.0,,,,,,,,,,,,,,,,,,
100187,100187,13.5 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,N/A,Moist & Meaty Burger with Cheddar Cheese Flavor Dry Dog Food,"Meat By-Product, Soy Flour, Soy Grits, High Fructose Corn Syrup, Wheat Flour, Water, Corn Syrup, Beef, Phosphoric Acid, Calcium Carbonate, Animal Fat Preserved With Mixed-Tocopherols, Salt, Vegetable Oil, Sorbic Acid (A Preservative), Cheese Powder (Source Of Cheddar Cheese Flavor), Calcium Propionate (A Preservative), Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Dl-Methionine, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, Ethoxyquin (A Preservative), Yellow 6, Red 40, Yellow 5. E410422",91.0,4.4,487.0,,,,,,,,,,,,,,,,,,
